CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,STATUS_ID,TABLE_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTLINE,MSRP,YEAR_ID,MONTH_ID,QTR_ID
Mini Gifts Distributors Ltd.,10357.0,S10_4962,2004-12-10,43.0,100.0,5780.92,9.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S10_4962,2005-01-20,35.0,65.63,2297.05,4.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10381.0,S10_4962,2005-02-17,37.0,100.0,6231.54,6.0,Shipped,Medium,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10391.0,S10_4962,2005-03-09,37.0,46.9,1735.3,7.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10411.0,S10_4962,2005-05-01,27.0,100.0,4427.73,2.0,Shipped,Medium,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10425.0,S10_4962,2005-05-31,38.0,100.0,5894.94,12.0,In Process,Medium,15.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S12_1099,2003-03-03,33.0,100.0,5265.15,6.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10122.0,S12_1099,2003-05-08,42.0,100.0,7599.9,10.0,Shipped,Large,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S12_1099,2003-07-02,42.0,100.0,8008.56,7.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectables For Less Inc.,10147.0,S12_1099,2003-09-05,48.0,100.0,9245.76,7.0,Shipped,Large,42.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S12_1099,2003-10-10,41.0,100.0,8296.35,2.0,Shipped,Large,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S12_1099,2003-11-04,30.0,100.0,5019.9,2.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S12_1099,2003-11-12,27.0,100.0,5411.07,14.0,Shipped,Medium,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10191.0,S12_1099,2003-11-20,21.0,100.0,3840.9,3.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10203.0,S12_1099,2003-12-02,20.0,100.0,3930.4,8.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S12_1099,2004-01-15,41.0,100.0,7498.9,2.0,Shipped,Large,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S12_1099,2004-02-22,27.0,100.0,4517.91,9.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10238.0,S12_1099,2004-04-09,28.0,100.0,5774.72,3.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10253.0,S12_1099,2004-06-01,24.0,100.0,3922.56,13.0,Cancelled,Medium,23.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10266.0,S12_1099,2004-07-06,44.0,100.0,9160.36,14.0,Shipped,Large,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S12_1099,2004-08-02,50.0,100.0,9631.0,3.0,Shipped,Large,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S12_1099,2004-08-30,21.0,100.0,3432.24,12.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10300.0,S12_1099,2003-10-04,33.0,100.0,5521.89,5.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S12_1099,2004-10-16,33.0,100.0,6934.62,10.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10320.0,S12_1099,2004-11-03,31.0,100.0,6876.11,3.0,Shipped,Medium,25.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S12_1099,2004-11-15,41.0,71.47,2930.27,5.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10341.0,S12_1099,2004-11-24,45.0,79.65,3584.25,2.0,Shipped,Medium,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10363.0,S12_1099,2005-01-06,33.0,85.39,2817.87,3.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10375.0,S12_1099,2005-02-03,45.0,76.0,3420.0,7.0,Shipped,Medium,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10389.0,S12_1099,2005-03-03,26.0,99.04,2575.04,4.0,Shipped,Small,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10419.0,S12_1099,2005-05-17,12.0,100.0,1961.28,13.0,Shipped,Small,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10105.0,S12_1108,2003-02-11,41.0,100.0,8690.36,15.0,Shipped,Large,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10117.0,S12_1108,2003-04-16,33.0,100.0,6034.38,9.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10127.0,S12_1108,2003-06-03,46.0,100.0,11279.2,2.0,Shipped,Large,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10142.0,S12_1108,2003-08-08,33.0,100.0,8023.29,12.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10153.0,S12_1108,2003-09-28,20.0,100.0,4904.0,11.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S12_1108,2003-10-22,44.0,100.0,8594.52,3.0,Shipped,Large,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10176.0,S12_1108,2003-11-06,33.0,100.0,7474.5,2.0,Shipped,Large,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10185.0,S12_1108,2003-11-14,21.0,100.0,3883.74,13.0,Shipped,Medium,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10196.0,S12_1108,2003-11-26,47.0,100.0,8887.7,5.0,Shipped,Large,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10208.0,S12_1108,2004-01-02,46.0,100.0,8602.92,13.0,Shipped,Large,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10220.0,S12_1108,2004-02-12,32.0,100.0,7181.44,2.0,Shipped,Large,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
CAF Imports,10231.0,S12_1108,2004-03-19,42.0,100.0,8378.58,2.0,Shipped,Large,77.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10247.0,S12_1108,2004-05-05,44.0,100.0,10606.2,2.0,Shipped,Large,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10272.0,S12_1108,2004-07-20,35.0,100.0,5818.4,2.0,Shipped,Medium,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10282.0,S12_1108,2004-08-20,41.0,100.0,7071.27,5.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10293.0,S12_1108,2004-09-09,46.0,100.0,8411.56,8.0,Shipped,Large,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10306.0,S12_1108,2004-10-14,31.0,100.0,6570.76,13.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10314.0,S12_1108,2004-10-22,38.0,100.0,7975.44,5.0,Shipped,Large,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10325.0,S12_1108,2004-11-05,42.0,64.0,2688.0,8.0,Shipped,Small,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10336.0,S12_1108,2004-11-20,33.0,57.22,1888.26,10.0,Shipped,Small,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10348.0,S12_1108,2004-11-01,48.0,52.36,2513.28,8.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10359.0,S12_1108,2004-12-15,42.0,100.0,4764.48,8.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10371.0,S12_1108,2005-01-23,32.0,100.0,3560.64,6.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S12_1108,2005-02-17,34.0,100.0,3823.64,10.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Lyon Souveniers,10395.0,S12_1108,2005-03-17,33.0,69.12,2280.96,1.0,Shipped,Small,3.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10413.0,S12_1108,2005-05-05,36.0,100.0,8677.8,2.0,Shipped,Large,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10103.0,S12_1666,2003-01-29,27.0,100.0,3394.98,8.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10113.0,S12_1666,2003-03-26,21.0,100.0,3415.44,2.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10126.0,S12_1666,2003-05-28,21.0,100.0,2439.57,8.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10140.0,S12_1666,2003-07-24,38.0,100.0,4829.8,8.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10150.0,S12_1666,2003-09-19,30.0,100.0,4100.1,5.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10164.0,S12_1666,2003-10-21,49.0,100.0,6563.06,6.0,Resolved,Medium,64.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10174.0,S12_1666,2003-11-06,43.0,100.0,6817.22,1.0,Shipped,Medium,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Classic Gift Ideas, Inc",10183.0,S12_1666,2003-11-13,41.0,100.0,6163.94,5.0,Shipped,Medium,30.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10194.0,S12_1666,2003-11-25,38.0,100.0,4933.92,8.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10206.0,S12_1666,2003-12-05,28.0,100.0,4056.36,3.0,Shipped,Medium,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10216.0,S12_1666,2004-02-02,43.0,100.0,5759.42,1.0,Shipped,Medium,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S12_1666,2004-03-11,25.0,100.0,3451.0,13.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10245.0,S12_1666,2004-05-04,38.0,100.0,5920.4,6.0,Shipped,Medium,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10258.0,S12_1666,2004-06-15,41.0,100.0,6668.24,3.0,Shipped,Medium,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10270.0,S12_1666,2004-07-19,28.0,100.0,4094.72,6.0,Shipped,Medium,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S12_1666,2004-08-19,25.0,100.0,2938.5,13.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10291.0,S12_1666,2004-09-08,41.0,100.0,6387.8,8.0,Shipped,Medium,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10304.0,S12_1666,2004-10-11,39.0,100.0,6396.0,3.0,Shipped,Medium,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10313.0,S12_1666,2004-10-22,21.0,100.0,2669.1,11.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10322.0,S12_1666,2004-11-04,27.0,100.0,4784.13,9.0,Shipped,Medium,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10333.0,S12_1666,2004-11-18,33.0,99.21,3273.93,6.0,Shipped,Medium,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10347.0,S12_1666,2004-11-29,29.0,100.0,3586.43,3.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10357.0,S12_1666,2004-12-10,49.0,100.0,5960.36,8.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S12_1666,2005-01-20,49.0,100.0,8470.14,8.0,Shipped,Large,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10381.0,S12_1666,2005-02-17,20.0,100.0,2952.0,1.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10391.0,S12_1666,2005-03-09,39.0,63.2,2464.8,9.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10411.0,S12_1666,2005-05-01,40.0,100.0,6232.0,6.0,Shipped,Medium,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10424.0,S12_1666,2005-05-31,49.0,100.0,7969.36,3.0,In Process,Large,24.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10107.0,S12_2823,2003-02-24,21.0,100.0,3036.6,1.0,Shipped,Medium,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10121.0,S12_2823,2003-05-07,50.0,100.0,8284.0,4.0,Shipped,Large,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Lyon Souveniers,10134.0,S12_2823,2003-07-01,20.0,100.0,2711.2,1.0,Shipped,Small,3.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10145.0,S12_2823,2003-08-25,49.0,100.0,8339.8,5.0,Shipped,Large,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S12_2823,2003-10-10,38.0,100.0,6238.84,13.0,Shipped,Medium,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S12_2823,2003-11-04,35.0,100.0,4639.25,13.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10180.0,S12_2823,2003-11-11,40.0,100.0,6747.6,8.0,Shipped,Medium,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10189.0,S12_2823,2003-11-18,28.0,100.0,4512.48,1.0,Shipped,Medium,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10201.0,S12_2823,2003-12-01,25.0,100.0,4029.0,1.0,Shipped,Medium,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S12_2823,2004-01-15,36.0,100.0,4771.8,13.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10224.0,S12_2823,2004-02-21,43.0,100.0,6087.94,6.0,Shipped,Medium,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10237.0,S12_2823,2004-04-05,32.0,100.0,4193.28,6.0,Shipped,Medium,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Tekni Collectables Inc.,10251.0,S12_2823,2004-05-18,46.0,100.0,7552.28,1.0,Shipped,Large,13.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10263.0,S12_2823,2004-06-28,48.0,100.0,6434.4,1.0,Shipped,Medium,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S12_2823,2004-08-02,43.0,100.0,5181.5,14.0,Shipped,Medium,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10285.0,S12_2823,2004-08-27,49.0,100.0,6863.92,5.0,Shipped,Medium,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10299.0,S12_2823,2004-09-30,24.0,100.0,4157.04,8.0,Shipped,Medium,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10309.0,S12_2823,2004-10-15,26.0,100.0,4660.24,4.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Microscale Inc.,10319.0,S12_2823,2004-11-03,30.0,100.0,4111.8,9.0,Shipped,Medium,80.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S12_2823,2004-11-15,24.0,100.0,3542.64,6.0,Shipped,Medium,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10341.0,S12_2823,2004-11-24,55.0,100.0,8118.55,8.0,Shipped,Large,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10362.0,S12_2823,2005-01-05,22.0,100.0,3877.06,1.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10375.0,S12_2823,2005-02-03,49.0,78.92,3867.08,13.0,Shipped,Medium,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
FunGiftIdeas.com,10388.0,S12_2823,2005-03-03,44.0,100.0,5951.44,6.0,Shipped,Medium,22.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10403.0,S12_2823,2005-04-08,66.0,100.0,8648.64,6.0,Shipped,Large,23.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10417.0,S12_2823,2005-05-13,21.0,100.0,3447.78,1.0,Disputed,Medium,24.0,2.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10104.0,S12_3148,2003-01-31,34.0,100.0,5958.5,1.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10117.0,S12_3148,2003-04-16,43.0,100.0,5911.64,10.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10127.0,S12_3148,2003-06-03,46.0,100.0,7366.44,3.0,Shipped,Large,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10142.0,S12_3148,2003-08-08,33.0,100.0,4985.64,13.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10153.0,S12_3148,2003-09-28,42.0,100.0,5393.64,12.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S12_3148,2003-10-22,34.0,100.0,4880.02,4.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10176.0,S12_3148,2003-11-06,47.0,100.0,8378.69,3.0,Shipped,Large,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10185.0,S12_3148,2003-11-14,33.0,100.0,4038.21,14.0,Shipped,Medium,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10196.0,S12_3148,2003-11-26,24.0,100.0,3807.12,6.0,Shipped,Medium,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10208.0,S12_3148,2004-01-02,26.0,100.0,3142.36,14.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10220.0,S12_3148,2004-02-12,30.0,100.0,4713.6,3.0,Shipped,Medium,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10230.0,S12_3148,2004-03-15,43.0,100.0,7016.31,1.0,Shipped,Large,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10247.0,S12_3148,2004-05-05,25.0,100.0,4381.25,3.0,Shipped,Medium,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10272.0,S12_3148,2004-07-20,27.0,100.0,4283.01,3.0,Shipped,Medium,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10282.0,S12_3148,2004-08-20,27.0,100.0,4364.82,6.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Amica Models & Co.,10293.0,S12_3148,2004-09-09,24.0,100.0,4242.24,9.0,Shipped,Medium,37.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10306.0,S12_3148,2004-10-14,34.0,100.0,4982.7,14.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10314.0,S12_3148,2004-10-22,46.0,100.0,6393.54,6.0,Shipped,Medium,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10324.0,S12_3148,2004-11-05,27.0,54.33,1466.91,1.0,Shipped,Small,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10336.0,S12_3148,2004-11-20,33.0,100.0,4059.33,11.0,Shipped,Medium,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10348.0,S12_3148,2004-11-01,47.0,100.0,4801.52,4.0,Shipped,Medium,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10358.0,S12_3148,2004-12-10,49.0,55.34,2711.66,5.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10372.0,S12_3148,2005-01-26,40.0,100.0,5862.0,4.0,Shipped,Medium,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S12_3148,2005-02-17,37.0,100.0,4071.85,11.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10413.0,S12_3148,2005-05-05,47.0,100.0,8236.75,3.0,Shipped,Large,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S12_3380,2003-03-03,45.0,100.0,6130.35,4.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10122.0,S12_3380,2003-05-08,37.0,99.82,3693.34,8.0,Shipped,Medium,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S12_3380,2003-07-02,48.0,100.0,6031.68,5.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectables For Less Inc.,10147.0,S12_3380,2003-09-05,31.0,100.0,3494.94,5.0,Shipped,Medium,42.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Men 'R' US Retailers, Ltd.",10160.0,S12_3380,2003-10-11,46.0,100.0,5294.14,6.0,Shipped,Medium,55.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10170.0,S12_3380,2003-11-04,47.0,100.0,5464.69,4.0,Shipped,Medium,64.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Herkku Gifts,10181.0,S12_3380,2003-11-12,28.0,100.0,2860.76,12.0,Shipped,Small,8.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10191.0,S12_3380,2003-11-20,40.0,100.0,5590.0,1.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10203.0,S12_3380,2003-12-02,20.0,100.0,2254.8,6.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10212.0,S12_3380,2004-01-16,39.0,100.0,4946.76,16.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S12_3380,2004-02-22,25.0,99.82,2495.5,7.0,Shipped,Small,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10238.0,S12_3380,2004-04-09,29.0,100.0,3167.38,1.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10253.0,S12_3380,2004-06-01,22.0,100.0,2402.84,11.0,Cancelled,Small,23.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10266.0,S12_3380,2004-07-06,22.0,100.0,2454.54,12.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S12_3380,2004-08-02,47.0,100.0,5464.69,1.0,Shipped,Medium,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S12_3380,2004-08-30,45.0,100.0,4756.5,10.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10300.0,S12_3380,2003-10-04,29.0,100.0,3984.6,3.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S12_3380,2004-10-16,24.0,100.0,3100.32,8.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10320.0,S12_3380,2004-11-03,35.0,100.0,4850.3,1.0,Shipped,Medium,25.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10329.0,S12_3380,2004-11-15,46.0,83.63,3846.98,13.0,Shipped,Medium,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10341.0,S12_3380,2004-11-24,44.0,95.93,4220.92,1.0,Shipped,Medium,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
